
Test #,Description,Device #1,Device #2,Device #3,Device #4,Device #5,Device #6,Device #7,Device #8,Device #9,Device #10,Device #11,Device #12,Device #13,Device #14,Device #15,Device #16,Device #17,Device #18,Device #19,Device #20,Device #21,Device #22,Device #23,Device #24,Device #25,Device #26,Device #27,Device #28,Device #29,Device #30,Device #31,Units
	200.1,"DRVCC @VIN=25V",5.190674,5.190407,5.190407,5.189757,5.189604,5.190101,5.189604,5.190101,5.189757,5.190101,5.189757,5.189604,5.189757,5.189604,5.189948,5.190101,5.189757,5.190101,5.189451,5.189757,5.189948,5.189948,5.189451,5.189604,5.189604,5.190101,5.189489,5.189604,5.189451,5.190063,5.189757,V
	200.2,"DRVCC LINE REG @VIN=7.5V AND 25V",8.515358,9.200096,9.505272,8.779526,8.970261,9.160995,8.702278,9.122849,8.971214,9.467125,8.89492,8.741379,8.971214,9.275436,9.314537,9.772301,9.123802,9.772301,8.817673,9.390831,9.314537,9.314537,9.008408,9.275436,9.237289,9.65786,9.160995,9.619713,8.817673,9.734154,9.123802,mV
	210.0,"VDRVCC @ DRVCC=0MA",5.182273,5.181512,5.181207,5.180786,5.180902,5.180902,5.180862,5.180634,5.180634,5.180862,5.180786,5.180634,5.180252,5.180634,5.180786,5.180328,5.180634,5.180328,5.180786,5.180634,5.180634,5.180367,5.180634,5.180786,5.180367,5.180634,5.180328,5.180862,5.180634,5.180634,5.180328,V
	210.1,"VDRVCC @ DRVCC=-40MA",5.18449,5.183534,5.183129,5.182999,5.182675,5.182802,5.18265,5.182761,5.182566,5.182679,5.182657,5.182649,5.182481,5.182509,5.182376,5.182389,5.182485,5.182522,5.182429,5.182471,5.182414,5.182501,5.182316,5.18235,5.182324,5.182358,5.182261,5.182329,5.182272,5.182366,5.182314,V
	210.2,"DRVCC LOAD REG",2.217293,2.02179,1.922607,2.212524,1.773834,1.900673,1.787186,2.127647,1.932144,1.81675,1.871109,2.015114,2.228737,1.875877,1.589775,2.06089,1.851082,2.193451,1.643181,1.83773,1.78051,2.134323,1.682281,1.564026,1.957893,1.724243,1.932144,1.466751,1.638412,1.732826,1.98555,mV
	220.0,"DRVCC @VIN=6V",5.179095,5.177801,5.177286,5.177271,5.176966,5.177148,5.176847,5.177094,5.176933,5.176886,5.176834,5.176814,5.176876,5.176751,5.176653,5.176495,5.176743,5.176819,5.176815,5.176515,5.176481,5.176633,5.176585,5.176581,5.176633,5.176548,5.176666,5.176348,5.17669,5.176423,5.176681,V
	220.1,"VIN @DV -1%",5.52,5.52,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,5.54,V
	220.2,"DRVCC @DV -1%",5.109274,5.106503,5.12485,5.124177,5.123112,5.122926,5.122416,5.122173,5.122192,5.12186,5.122068,5.12158,5.121645,5.121162,5.121508,5.121032,5.121222,5.121292,5.121248,5.120768,5.121015,5.120981,5.120904,5.120802,5.121021,5.120681,5.120976,5.120611,5.120986,5.120506,5.12083,V
	220.3,"DRVCC DROPOUT VOLTAGE",410.7256,413.496,415.1497,415.823,416.8882,417.0742,417.5844,417.8267,417.8076,418.1404,417.9315,418.4198,418.355,418.8376,418.4923,418.9682,418.7775,418.7079,418.7517,419.2324,418.9854,419.0187,419.096,419.198,418.9787,419.3192,419.0235,419.3888,419.014,419.4937,419.1704,mV
	230.0,"FB CURRENT @5V",0.05312347,0.05607203,0.05740209,0.05400304,0.05599814,0.04928107,0.0543725,0.05260623,0.05253234,0.05231066,0.05267297,0.05725431,0.05127616,0.05466807,0.04965053,0.05599814,0.05784545,0.05024167,0.05135006,0.05754988,0.05607203,0.05112838,0.05548089,0.04965053,0.05260623,0.06449573,0.05378136,0.05673706,0.05231066,0.05607203,0.05024167,uA
