
Test #,Description,Device #1,Device #2,Device #3,Device #4,Device #5,Device #6,Device #7,Device #8,Device #9,Device #10,Device #11,Device #12,Device #13,Device #14,Device #15,Device #16,Device #17,Device #18,Device #19,Device #20,Device #21,Device #22,Device #23,Device #24,Device #25,Device #26,Device #27,Device #28,Device #29,Device #30,Device #31,Units
	240.1,"FB UVLO(RISING)",1.090237,1.090609,1.090399,1.090772,1.090694,1.09038,1.090303,1.090303,1.09038,1.089854,1.09016,1.090303,1.090084,1.090113,1.090237,1.090303,1.090303,1.090265,1.09016,1.090094,1.090084,1.090237,1.090694,1.09016,1.090094,1.090237,1.090199,1.089892,1.090351,1.09038,1.090246,V
	240.2,"FB UVLO(FALLING)",0.9535846,0.9535082,0.9534509,0.9532982,0.9532886,0.9529735,0.9530594,0.9530594,0.9527929,0.9534701,0.9533172,0.9534414,0.9534032,0.9530594,0.9532504,0.9537088,0.953365,0.9532027,0.9530976,0.9537088,0.9535082,0.9537278,0.9532791,0.953365,0.9529735,0.9529639,0.9531645,0.9533172,0.9532886,0.9530976,0.9528407,V
	240.3,"HYSTERESIS",0.1366521,0.1371004,0.1369479,0.1374735,0.1374058,0.1374062,0.137244,0.137244,0.1375868,0.1363842,0.1368431,0.136862,0.1366809,0.1370533,0.1369863,0.1365947,0.1369385,0.1370626,0.1370627,0.1363848,0.1365759,0.1365088,0.1374153,0.1367954,0.1371201,0.1372727,0.1370341,0.1365752,0.1370625,0.1372821,0.1374055,V
	260.0,"IIN @IN=10V",0.962339,0.4402863,0.06081416,0.4836282,0.5540762,0.5525243,0.5315518,0.578293,0.5829485,0.5345005,0.5737924,0.5607936,0.5675111,0.5418903,0.4795639,0.4459692,0.5410035,0.5048891,0.4942623,0.473068,0.4388822,0.4743243,0.5345005,0.5180429,0.476689,0.4125963,0.3501959,0.3626775,0.4186487,0.3620863,0.4323053,uA
	260.1,"IIN @IN=-10V",-3.986323,-4.080101,-3.925696,-4.03831,-4.107125,-4.16354,-4.185326,-4.155197,-4.041481,-4.227633,-4.193521,-4.064811,-4.055285,-4.240779,-4.243507,-4.25754,-4.214856,-4.178823,-4.250076,-4.258057,-4.307015,-4.200091,-4.289073,-4.195361,-4.108308,-4.019991,-4.088223,-4.102618,-4.070642,-4.183109,-4.069016,uA
	270.0,"OUT LOW @IN=1.8V",0.0001018774,-0.0001655426,-0.0001655426,-0.0001655426,0.0001018774,-0.0001655426,-0.0001655426,-1.273117E-05,-1.273117E-05,6.367454E-05,0.0001018774,-0.0001655426,-1.273117E-05,-0.0001655426,-1.273117E-05,-1.273117E-05,-1.273117E-05,0.0001018774,-1.273117E-05,6.367454E-05,-1.273117E-05,-1.273117E-05,-0.0001655426,-1.273117E-05,6.367454E-05,0.0001018774,-1.273117E-05,0.0002546888,-0.0001655426,-0.0001655426,0.0001018774,V
	270.1,"INH THRESHOLD @VIN=5V",2.32233,2.321431,2.319886,2.319124,2.319333,2.319124,2.318055,2.318341,2.318341,2.318055,2.31859,2.318055,2.31775,2.31775,2.31712,2.31712,2.317769,2.317158,2.317444,2.317291,2.31775,2.317501,2.31775,2.31712,2.317368,2.317444,2.31775,2.317291,2.317368,2.317368,2.317444,V
	270.2,"INL THRESHOLD @VIN=5V",1.323046,1.322742,1.323352,1.323084,1.323638,1.322741,1.323466,1.323333,1.323008,1.323791,1.323943,1.323943,1.324077,1.323695,1.323657,1.323943,1.323695,1.323333,1.32339,1.32423,1.323943,1.324402,1.323466,1.323352,1.323466,1.323638,1.323943,1.323943,1.323466,1.323638,1.323333,V
	270.3,"HYSTERESIS",0.9992838,0.9986887,0.9965343,0.9960403,0.9956951,0.9963837,0.9945889,0.9950085,0.9953337,0.9942646,0.994647,0.994112,0.9936733,0.9940548,0.9934626,0.9931765,0.9940739,0.993825,0.9940538,0.9930611,0.9938068,0.9930992,0.9942837,0.9937677,0.9939013,0.9938059,0.9938068,0.9933481,0.9939013,0.9937296,0.9941111,V
	290.0,"ISD @SD=9V",0.7182211,0.2739911,0.3301841,0.3218409,0.364451,0.4046892,0.3417049,0.3868943,0.4187225,0.437552,0.394203,0.3349802,0.3981195,0.3803246,0.3012378,0.3064774,0.3668157,0.2722915,0.3248706,0.2214931,0.2965155,0.2519102,0.3398575,0.3265703,0.3160101,0.2486659,0.181026,0.2226016,0.2516217,0.1978602,0.2426801,uA
	300.0,"VSD(RISING) THRESHOLD",0.6242265,0.623683,0.6234921,0.623005,0.6228809,0.6221561,0.622538,0.6227663,0.6222516,0.6227663,0.6231387,0.623005,0.622624,0.6224235,0.6222516,0.6228523,0.622538,0.6221561,0.622242,0.6227663,0.6225285,0.623005,0.6223853,0.6223184,0.6221561,0.622538,0.6225094,0.6225094,0.6224235,0.6225762,0.6220129,V
	300.1,"VSD(FALLING) THRESHOLD",0.4929895,0.4926084,0.490814,0.4896786,0.4892498,0.4894876,0.4893931,0.489288,0.4889824,0.4889824,0.488801,0.4884954,0.4884954,0.4886578,0.4886768,0.4883426,0.4882662,0.4884095,0.4884954,0.4884095,0.4881517,0.4882662,0.487913,0.4880657,0.4884095,0.4881899,0.4883426,0.488037,0.4880466,0.4883044,0.4881803,V
	300.2,"HYSTERESIS",0.131237,0.1310747,0.132678,0.1333264,0.1336311,0.1326684,0.133145,0.1334783,0.1332691,0.1337839,0.1343377,0.1345096,0.1341286,0.1337657,0.1335747,0.1345096,0.1342718,0.1337466,0.1337466,0.1343569,0.1343768,0.1347388,0.1344723,0.1342527,0.1337466,0.1343482,0.1341667,0.1344723,0.1343769,0.1342718,0.1338326,V
	310.0,"VEN(RISING) THRESHOLD",1.203621,1.203536,1.203622,1.203536,1.203469,1.203393,1.203306,1.203393,1.203306,1.203431,1.203393,1.20345,1.203344,1.203192,1.20323,1.203163,1.203431,1.203278,1.20323,1.203536,1.203297,1.203306,1.203297,1.203163,1.203393,1.203393,1.203393,1.20323,1.203163,1.203431,1.203325,V
	310.1,"VEN(FALLING) THRESHOLD",1.068954,1.069345,1.069039,1.069449,1.069421,1.069098,1.068954,1.069078,1.068973,1.068658,1.068877,1.069039,1.068877,1.068954,1.069039,1.069039,1.069107,1.068954,1.069039,1.068877,1.069107,1.068925,1.069098,1.069039,1.06881,1.06881,1.06881,1.06881,1.068992,1.068734,1.06882,V
	310.2,"HYSTERESIS",0.1346674,0.1341906,0.1345825,0.1340866,0.1340485,0.1342955,0.1343527,0.1343145,0.1343336,0.1347733,0.1345158,0.1344109,0.1344671,0.1342382,0.1341906,0.1341238,0.1343241,0.1343241,0.1341906,0.1346588,0.1341896,0.1343813,0.1341991,0.1341238,0.1345825,0.1345825,0.1345825,0.1344194,0.1341715,0.134697,0.1345053,V
	320.0,"RONH @OUT=-100MA",5.010769,5.018399,5.07413,5.098176,5.107717,5.117638,5.124132,5.128325,5.133099,5.136814,5.139201,5.140538,5.145026,5.146746,5.147413,5.153516,5.150079,5.152657,5.153994,5.153516,5.155904,5.158195,5.158195,5.159245,5.160105,5.159628,5.16192,5.16192,5.16192,5.159245,5.16192,OHM
	320.1,"RONL @OUT=100MA",0.3785186,0.3798295,0.3838168,0.3845786,0.3850083,0.3857247,0.3870617,0.3877279,0.3865842,0.3867991,0.3882293,0.3874653,0.386417,0.3889911,0.3878235,0.3891343,0.3880383,0.3880383,0.3890866,0.3882293,0.3880383,0.3890866,0.3883942,0.388227,0.3893492,0.3903043,0.3895164,0.3880383,0.3892537,0.3903043,0.3890866,OHM
	320.2,"RONL @VIN=0V",8.669108,8.669108,8.63724,8.623691,8.616815,8.609853,8.60842,8.605365,8.602222,8.596494,8.599262,8.595443,8.593828,8.595443,8.593064,8.591632,8.590009,8.590009,8.590391,8.587049,8.587335,8.587717,8.587144,8.583993,8.585808,8.587335,8.585521,8.582751,8.585521,8.586285,8.583993,OHM
	340.0,"IPU @VIN=8V",5.551221,5.557237,5.537383,5.53194,5.530508,5.524405,5.520595,5.518303,5.523451,5.521358,5.519354,5.512573,5.517348,5.51668,5.516107,5.516011,5.517444,5.514579,5.512573,5.514483,5.513624,5.516011,5.516297,5.518303,5.518684,5.514483,5.516297,5.514483,5.519067,5.518971,5.518303,A
	340.1,"IPD @VIN=8V",8.398815,8.399961,8.373337,8.363319,8.355403,8.347286,8.345949,8.338127,8.33364,8.329829,8.33746,8.330593,8.328206,8.323717,8.332781,8.334022,8.323717,8.324004,8.326391,8.315705,8.321425,8.316755,8.309976,8.311313,8.327537,8.326677,8.317616,8.315705,8.316755,8.319134,8.314464,A
	360.0,"VRBLANK @VIN=5V",1.272705,1.273269,1.275758,1.274728,1.275558,1.275368,1.275977,1.275558,1.275597,1.275901,1.275387,1.275977,1.275901,1.276588,1.276131,1.276674,1.27698,1.276293,1.276512,1.276904,1.277953,1.276674,1.275758,1.277591,1.276207,1.275977,1.276512,1.276588,1.276731,1.27678,1.275834,V
	370.0,"IRBLANK @RBALNK=0V",-240.0251,-239.5735,-238.9041,-238.6025,-238.1037,-237.623,-237.0959,-237.6984,-237.0111,-237.6135,-237.3496,-236.7471,-237.0017,-236.4454,-237.6041,-237.4627,-238.5271,-236.898,-237.3213,-237.9246,-237.0959,-236.8697,-236.5963,-237.3213,-237.0111,-237.5853,-237.095,-237.5381,-237.6135,-237.7832,-236.898,uA
	380.0,"RON @BLANK=100MA",11.38202,11.40341,11.53623,11.59652,11.6263,11.65072,11.66445,11.68143,11.69652,11.70109,11.71254,11.71941,11.72953,11.73316,11.73944,11.74843,11.75167,11.75528,11.75929,11.761,11.76407,11.76922,11.77264,11.77607,11.77913,11.77971,11.78371,11.78371,11.78371,11.78047,11.78792,OHMS
	430.0,"OUT TPLH",36.43978,36.7682,36.77966,36.77966,36.77966,36.77966,36.8499,36.77354,36.77354,36.77966,37.14315,37.12175,36.78195,36.96216,36.79036,37.17143,37.18213,37.17983,37.18137,37.18213,37.17295,37.18213,37.18213,37.18213,37.189,37.18213,37.18213,37.18213,37.18213,37.189,36.88811,nS
	430.1,"OUT TPHL",28.56241,28.5563,28.94577,28.94653,28.94577,28.94042,28.98627,28.6357,29.3597,29.33142,29.35053,29.35588,29.35053,29.35282,29.35588,29.3513,29.3513,29.35588,29.35053,29.35282,29.35588,29.3513,29.35053,29.35282,29.35053,29.35588,29.35588,29.35282,29.35053,29.35282,29.35588,nS
	440.0,"OUT RISE-TIME",23.42488,23.05749,23.41876,23.41953,23.26751,23.41563,23.57682,23.00865,23.02081,23.45919,23.41417,23.41647,23.42105,23.38665,23.42258,23.41417,23.22555,23.4225,23.17893,23.41417,23.13926,23.42098,23.42327,23.41715,23.35769,23.25078,23.42258,23.38062,23.07207,23.41723,23.41647,nS
	440.1,"OUT FALL-TIME",19.92598,19.93898,20.11767,20.20318,19.89159,20.24973,19.98476,19.89235,20.09405,19.89083,19.87944,19.88243,19.88479,19.88249,19.89243,19.89235,19.87937,19.88166,19.88624,20.0566,19.88166,19.50746,19.8481,19.84352,19.8802,19.85498,19.54491,19.88632,19.51893,19.62286,19.75723,nS
	450.0,"TBLANK @RBLANK=100K",92.27238,91.96191,91.92166,91.92166,93.54028,91.97913,91.85146,91.93138,93.08695,92.63937,93.45342,91.58316,91.91939,92.14114,93.80978,92.73577,93.41443,93.41676,92.66842,91.53001,93.43433,92.66762,93.40005,91.74908,92.43121,93.32462,93.41443,92.26568,93.41801,91.5411,92.04314,nS
	460.0,"TBLANK @RBLANK=200K",188.057,189.2466,189.3214,189.3645,189.2352,189.3321,187.4134,189.3563,188.5232,187.4118,187.0878,189.0368,189.3191,189.0922,188.5603,187.0595,188.1434,188.9213,188.1119,188.9441,188.1741,188.3374,188.8614,187.0345,188.851,187.0488,188.8866,188.9189,187.2787,187.3078,187.3429,nS
	470.0,"DRVCC CURRENT LIMIT",-202.3203,-202.184,-201.2809,-200.902,-200.6992,-200.5384,-200.3928,-200.3268,-200.2153,-200.1322,-200.1098,-200.0528,-200.0086,-199.9314,-199.9405,-199.7976,-199.8531,-199.8194,-199.7715,-199.778,-199.728,-199.6933,-199.7126,-199.6561,-199.6521,-199.6834,-199.6347,-199.5927,-199.5959,-199.6673,-199.631,mA
	490.0,"IBLANK @3.3V",-0.02493525,-0.02243702,-0.02243702,-0.02833456,-0.03764569,-0.02715219,-0.02419627,-0.0302559,-0.02376718,-0.04134059,-0.03661112,-0.04725242,-0.04488769,-0.02611762,-0.03335962,-0.02184584,-0.02243702,-0.02966472,-0.02493525,-0.03528096,-0.02376718,-0.02125465,-0.03912365,-0.02818676,-0.04281855,-0.0444443,-0.03321182,-0.02656101,-0.04488769,-0.02715219,-0.02552644,uA
